Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
274.0,Graham Pauley*,24.0,MIA,NL,-0.3,19.0,66.0,61.0,4.0,14.0,5.0,0.0,0.0,5.0,0.0,0.0,3.0,16.0,0.23,0.262,0.311,0.573,56.0,0.251,42.0,19.0,1.0,0.0,1.0,1.0,0.0,5/34,
275.0,Blake Dunn,26.0,CIN,NL,0.1,25.0,65.0,51.0,9.0,9.0,2.0,0.0,1.0,7.0,1.0,0.0,7.0,20.0,0.176,0.354,0.275,0.628,76.0,0.311,85.0,14.0,1.0,7.0,0.0,0.0,0.0,*97/8H,
276.0,Jarred Kelenic*,25.0,ATL,NL,-0.5,23.0,65.0,60.0,7.0,10.0,2.0,0.0,2.0,2.0,0.0,1.0,5.0,23.0,0.167,0.231,0.3,0.531,47.0,0.232,40.0,18.0,1.0,0.0,0.0,0.0,0.0,*9/H7,
277.0,Brooks Lee#,24.0,MIN,AL,0.4,19.0,65.0,59.0,4.0,15.0,3.0,0.0,2.0,5.0,0.0,0.0,6.0,6.0,0.254,0.323,0.407,0.73,106.0,0.323,104.0,24.0,1.0,0.0,0.0,0.0,0.0,5/46H,
278.0,Daniel Schneemann*,28.0,CLE,AL,0.6,24.0,65.0,58.0,8.0,16.0,4.0,0.0,4.0,9.0,0.0,1.0,6.0,19.0,0.276,0.344,0.552,0.895,154.0,0.389,163.0,32.0,2.0,0.0,1.0,0.0,0.0,4/85H79,
279.0,Mitch Garver,34.0,SEA,AL,0.3,20.0,64.0,51.0,6.0,12.0,1.0,0.0,1.0,6.0,2.0,0.0,12.0,17.0,0.235,0.391,0.314,0.704,116.0,0.34,125.0,16.0,3.0,1.0,0.0,0.0,0.0,D/2H,
280.0,Starling Marte,36.0,NYM,NL,0.0,21.0,64.0,54.0,7.0,9.0,2.0,0.0,2.0,10.0,2.0,0.0,4.0,12.0,0.167,0.281,0.315,0.596,72.0,0.297,83.0,17.0,0.0,5.0,0.0,1.0,0.0,D/H,
281.0,Javier Sanoja,22.0,MIA,NL,0.3,20.0,64.0,59.0,10.0,18.0,3.0,0.0,1.0,8.0,1.0,2.0,3.0,14.0,0.305,0.333,0.407,0.74,102.0,0.311,95.0,24.0,0.0,0.0,1.0,1.0,0.0,7/4H15683,
282.0,Jason Heyward*,35.0,SDP,NL,-0.2,21.0,62.0,54.0,6.0,11.0,2.0,0.0,1.0,7.0,0.0,1.0,5.0,14.0,0.204,0.262,0.296,0.559,57.0,0.237,45.0,16.0,0.0,0.0,0.0,2.0,0.0,7/H98,
283.0,Miles Mastrobuoni*,29.0,SEA,AL,-0.1,23.0,62.0,52.0,8.0,12.0,1.0,0.0,0.0,3.0,1.0,2.0,8.0,7.0,0.231,0.333,0.25,0.583,80.0,0.264,84.0,13.0,1.0,0.0,2.0,0.0,0.0,5/H497,
284.0,Ben Williamson,24.0,SEA,AL,0.1,15.0,62.0,59.0,11.0,15.0,3.0,0.0,1.0,8.0,0.0,1.0,3.0,13.0,0.254,0.29,0.356,0.646,94.0,0.28,93.0,21.0,1.0,0.0,0.0,0.0,0.0,5/H,
285.0,Freddy Fermin,30.0,KCR,AL,0.5,21.0,61.0,56.0,7.0,15.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,10.0,0.268,0.317,0.339,0.656,87.0,0.292,82.0,19.0,1.0,1.0,1.0,0.0,0.0,2/HD,
286.0,Kyle Higashioka,35.0,TEX,AL,0.1,17.0,61.0,59.0,3.0,15.0,5.0,0.0,1.0,8.0,0.0,0.0,2.0,10.0,0.254,0.279,0.39,0.669,94.0,0.291,89.0,23.0,1.0,0.0,0.0,0.0,0.0,2/D,
287.0,Nick Maton*,28.0,CHW,AL,0.0,23.0,61.0,52.0,5.0,9.0,2.0,0.0,2.0,4.0,0.0,1.0,9.0,18.0,0.173,0.295,0.327,0.622,81.0,0.277,82.0,17.0,0.0,0.0,0.0,0.0,0.0,D/H347,
288.0,Tim Anderson,32.0,LAA,AL,-0.1,21.0,60.0,56.0,6.0,10.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,18.0,0.179,0.22,0.196,0.417,21.0,0.193,7.0,11.0,1.0,1.0,1.0,0.0,0.0,6/4H,
289.0,Christian Encarnacion-Strand,25.0,CIN,NL,-0.7,15.0,60.0,57.0,4.0,9.0,2.0,0.0,2.0,5.0,0.0,1.0,1.0,13.0,0.158,0.183,0.298,0.482,30.0,0.2,14.0,17.0,1.0,1.0,0.0,1.0,0.0,3,
290.0,Jacob Amaya,26.0,CHW,AL,-1.0,27.0,59.0,53.0,5.0,5.0,1.0,0.0,0.0,6.0,2.0,0.0,2.0,14.0,0.094,0.121,0.113,0.234,-31.0,0.116,-50.0,6.0,1.0,0.0,1.0,3.0,0.0,*6/H,
291.0,Sean Bouchard,29.0,COL,NL,-0.5,23.0,59.0,53.0,6.0,9.0,0.0,1.0,1.0,6.0,1.0,0.0,6.0,21.0,0.17,0.254,0.264,0.518,41.0,0.259,44.0,14.0,1.0,0.0,0.0,0.0,0.0,9H/D73,
292.0,Amed Rosario,29.0,WSN,NL,0.3,18.0,59.0,58.0,10.0,16.0,4.0,0.0,2.0,7.0,1.0,0.0,1.0,6.0,0.276,0.288,0.448,0.736,107.0,0.337,112.0,26.0,1.0,0.0,0.0,0.0,0.0,5/4H16D,
293.0,Jacob Stallings,35.0,COL,NL,-0.2,17.0,59.0,51.0,4.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,22.0,0.176,0.276,0.235,0.511,41.0,0.241,34.0,12.0,1.0,2.0,1.0,0.0,0.0,2/H,
294.0,Drake Baldwin*,24.0,ATL,NL,0.1,17.0,58.0,52.0,4.0,13.0,2.0,0.0,2.0,6.0,0.0,0.0,6.0,11.0,0.25,0.328,0.404,0.731,104.0,0.327,103.0,21.0,1.0,0.0,0.0,0.0,0.0,2/HD,
295.0,Brett Baty*,25.0,NYM,NL,0.2,19.0,58.0,54.0,4.0,11.0,3.0,1.0,1.0,4.0,1.0,0.0,3.0,19.0,0.204,0.246,0.352,0.597,70.0,0.265,62.0,19.0,2.0,0.0,0.0,0.0,0.0,4/5H,
296.0,Jon Berti,35.0,CHC,NL,0.5,21.0,58.0,52.0,10.0,15.0,2.0,0.0,0.0,1.0,7.0,0.0,4.0,12.0,0.288,0.362,0.327,0.689,99.0,0.358,109.0,17.0,0.0,2.0,0.0,0.0,0.0,5/4H9,
297.0,Austin Hays,29.0,CIN,NL,1.0,13.0,58.0,52.0,15.0,19.0,3.0,0.0,5.0,13.0,1.0,0.0,6.0,13.0,0.365,0.431,0.712,1.143,208.0,0.483,209.0,37.0,1.0,0.0,0.0,0.0,1.0,/7DH,
298.0,Ramón Laureano,30.0,BAL,AL,0.5,23.0,58.0,53.0,4.0,10.0,3.0,0.0,3.0,6.0,1.0,0.0,4.0,18.0,0.189,0.241,0.415,0.656,90.0,0.285,83.0,22.0,3.0,0.0,0.0,1.0,0.0,*79/H8D,
299.0,Jesús Sánchez*,27.0,MIA,NL,-0.4,14.0,58.0,50.0,3.0,10.0,2.0,0.0,1.0,4.0,1.0,0.0,8.0,15.0,0.2,0.31,0.3,0.61,69.0,0.288,67.0,15.0,1.0,0.0,0.0,0.0,0.0,8/9DH,
300.0,Justin Turner,40.0,CHC,NL,-0.2,20.0,58.0,48.0,4.0,8.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,14.0,0.167,0.276,0.167,0.443,30.0,0.241,43.0,8.0,0.0,1.0,0.0,2.0,0.0,3/HD5,
301.0,Cavan Biggio*,30.0,KCR,AL,-0.1,22.0,57.0,47.0,5.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,8.0,15.0,0.191,0.321,0.255,0.577,67.0,0.277,71.0,12.0,0.0,1.0,1.0,0.0,0.0,/3DH9457,
302.0,Paul DeJong,31.0,WSN,NL,0.0,16.0,57.0,54.0,3.0,11.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,24.0,0.204,0.246,0.278,0.523,49.0,0.246,44.0,15.0,1.0,1.0,0.0,0.0,0.0,5/6,
303.0,Alex Verdugo*,29.0,ATL,NL,0.3,12.0,57.0,53.0,6.0,16.0,5.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,0.302,0.351,0.396,0.747,109.0,0.335,108.0,21.0,0.0,0.0,0.0,0.0,0.0,7,
304.0,Zach Neto,24.0,LAA,AL,1.1,14.0,56.0,54.0,8.0,15.0,4.0,0.0,4.0,7.0,5.0,1.0,1.0,16.0,0.278,0.304,0.574,0.878,144.0,0.388,144.0,31.0,2.0,1.0,0.0,0.0,0.0,6,
305.0,Eli White,31.0,ATL,NL,0.7,24.0,56.0,52.0,15.0,16.0,5.0,2.0,2.0,8.0,2.0,0.0,4.0,11.0,0.308,0.357,0.596,0.953,161.0,0.442,178.0,31.0,0.0,0.0,0.0,0.0,0.0,97/HD8,
306.0,Andy Ibáñez,32.0,DET,AL,0.6,22.0,55.0,49.0,7.0,12.0,1.0,0.0,2.0,10.0,2.0,0.0,4.0,3.0,0.245,0.327,0.388,0.715,107.0,0.326,105.0,19.0,1.0,2.0,0.0,0.0,0.0,5H/437,
307.0,Brandon Marsh*,27.0,PHI,NL,-0.7,18.0,55.0,46.0,3.0,6.0,1.0,0.0,1.0,6.0,0.0,1.0,7.0,16.0,0.13,0.241,0.217,0.458,30.0,0.208,24.0,10.0,1.0,0.0,1.0,1.0,0.0,8/7H,
308.0,Myles Straw,30.0,TOR,AL,0.5,25.0,55.0,50.0,8.0,14.0,3.0,0.0,1.0,3.0,2.0,1.0,3.0,11.0,0.28,0.321,0.4,0.721,106.0,0.312,100.0,20.0,0.0,0.0,2.0,0.0,0.0,*8/H7,
309.0,Caleb Durbin,25.0,MIL,NL,-0.1,15.0,54.0,47.0,6.0,11.0,2.0,0.0,1.0,8.0,1.0,1.0,2.0,3.0,0.234,0.315,0.34,0.655,84.0,0.293,83.0,16.0,1.0,4.0,0.0,1.0,0.0,5/4H,
310.0,José Tena*,24.0,WSN,NL,0.1,17.0,54.0,52.0,5.0,12.0,2.0,1.0,0.0,5.0,0.0,1.0,2.0,16.0,0.231,0.259,0.308,0.567,62.0,0.242,54.0,16.0,0.0,0.0,0.0,0.0,0.0,5/H,
311.0,Jared Triolo,27.0,PIT,NL,0.0,21.0,54.0,50.0,1.0,8.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,0.16,0.204,0.22,0.424,19.0,0.22,20.0,11.0,1.0,1.0,0.0,1.0,0.0,/346H5,
312.0,Connor Norby,25.0,MIA,NL,0.1,14.0,53.0,50.0,10.0,11.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,20.0,0.22,0.264,0.34,0.604,64.0,0.28,58.0,17.0,0.0,2.0,0.0,0.0,0.0,5/H,
313.0,Tyler Wade*,30.0,SDP,NL,0.2,17.0,53.0,43.0,4.0,13.0,1.0,1.0,0.0,3.0,0.0,2.0,8.0,14.0,0.302,0.412,0.372,0.784,124.0,0.338,128.0,16.0,0.0,0.0,2.0,0.0,0.0,8/4H,
314.0,MJ Melendez*,26.0,KCR,AL,-0.4,16.0,52.0,47.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,20.0,0.085,0.173,0.17,0.343,-2.0,0.166,-10.0,8.0,0.0,2.0,0.0,0.0,0.0,7/9HD,
315.0,Joshua Palacios*,29.0,CHW,AL,-0.3,21.0,52.0,44.0,5.0,8.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,15.0,0.182,0.308,0.25,0.558,65.0,0.266,68.0,11.0,0.0,2.0,0.0,0.0,0.0,9/H7D,
316.0,Edgar Quero#,22.0,CHW,AL,0.8,15.0,52.0,43.0,5.0,14.0,3.0,0.0,0.0,7.0,0.0,0.0,7.0,5.0,0.326,0.442,0.395,0.838,147.0,0.401,166.0,17.0,0.0,2.0,0.0,0.0,0.0,2/HD,
317.0,Chandler Simpson*,24.0,TBR,AL,0.1,13.0,52.0,49.0,7.0,14.0,1.0,0.0,0.0,3.0,5.0,1.0,3.0,7.0,0.286,0.327,0.306,0.633,84.0,0.29,74.0,15.0,1.0,0.0,0.0,0.0,0.0,8/H,
318.0,Donovan Solano,37.0,SEA,AL,-0.5,20.0,52.0,50.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.14,0.154,0.16,0.314,-5.0,0.157,-3.0,8.0,1.0,0.0,0.0,1.0,0.0,3/H5,
319.0,Vinny Capra,28.0,MIL,NL,-0.4,22.0,51.0,46.0,6.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,14.0,0.065,0.12,0.13,0.25,-30.0,0.156,-20.0,6.0,3.0,1.0,1.0,1.0,0.0,5/H46D,
320.0,Romy González,28.0,BOS,AL,0.4,15.0,51.0,47.0,9.0,15.0,6.0,0.0,0.0,5.0,2.0,1.0,4.0,11.0,0.319,0.373,0.447,0.819,131.0,0.379,145.0,21.0,1.0,0.0,0.0,0.0,0.0,3/H45,
321.0,Nathan Lukes*,30.0,TOR,AL,0.4,20.0,51.0,41.0,8.0,11.0,1.0,0.0,1.0,8.0,0.0,2.0,7.0,8.0,0.268,0.38,0.366,0.746,117.0,0.32,120.0,15.0,1.0,1.0,1.0,1.0,0.0,8/H79,
322.0,Christian Vázquez,34.0,MIN,AL,-0.1,17.0,51.0,45.0,2.0,8.0,4.0,0.0,0.0,2.0,0.0,1.0,5.0,8.0,0.178,0.255,0.267,0.522,48.0,0.245,54.0,12.0,1.0,0.0,0.0,1.0,0.0,2/H,
323.0,Bryan De La Cruz,28.0,ATL,NL,-0.3,16.0,50.0,47.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,18.0,0.191,0.24,0.213,0.453,28.0,0.234,33.0,10.0,1.0,0.0,0.0,0.0,0.0,7/H9D,
324.0,Randal Grichuk,33.0,ARI,NL,-0.3,23.0,50.0,46.0,5.0,10.0,7.0,0.0,0.0,5.0,0.0,0.0,4.0,14.0,0.217,0.28,0.37,0.65,80.0,0.279,67.0,17.0,2.0,0.0,0.0,0.0,1.0,DH/9,
325.0,Curtis Mead,24.0,TBR,AL,-0.2,21.0,50.0,43.0,1.0,8.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,11.0,0.186,0.28,0.209,0.489,44.0,0.238,42.0,9.0,2.0,2.0,0.0,1.0,0.0,/3H4D5,
326.0,Endy Rodríguez#,25.0,PIT,NL,-0.5,15.0,50.0,45.0,4.0,8.0,3.0,0.0,0.0,2.0,0.0,1.0,5.0,12.0,0.178,0.26,0.244,0.504,42.0,0.227,38.0,11.0,0.0,0.0,0.0,0.0,0.0,3/2H,
327.0,Oscar González,27.0,SDP,NL,-0.3,17.0,49.0,48.0,2.0,12.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,9.0,0.25,0.265,0.271,0.536,52.0,0.23,43.0,13.0,1.0,0.0,0.0,0.0,0.0,7/9DH,
328.0,Martín Maldonado,38.0,SDP,NL,-0.1,19.0,49.0,48.0,2.0,11.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,13.0,0.229,0.245,0.313,0.557,56.0,0.247,47.0,15.0,2.0,0.0,0.0,0.0,0.0,2,
329.0,Isaac Collins#,27.0,MIL,NL,0.5,21.0,48.0,43.0,7.0,11.0,4.0,0.0,1.0,2.0,2.0,0.0,4.0,10.0,0.256,0.333,0.419,0.752,110.0,0.362,122.0,18.0,1.0,1.0,0.0,0.0,0.0,7/HD459,
330.0,Derek Hill,29.0,MIA,NL,0.3,11.0,48.0,42.0,7.0,7.0,2.0,0.0,1.0,3.0,3.0,0.0,3.0,17.0,0.167,0.239,0.286,0.525,43.0,0.252,30.0,12.0,0.0,1.0,2.0,0.0,0.0,8/D,
331.0,Miguel Rojas,36.0,LAD,NL,-0.3,18.0,48.0,47.0,2.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0.255,0.271,0.298,0.569,63.0,0.252,55.0,14.0,2.0,0.0,0.0,0.0,0.0,/4651,
332.0,Lane Thomas,29.0,CLE,AL,-0.4,13.0,48.0,45.0,2.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,15.0,0.156,0.188,0.178,0.365,7.0,0.169,-7.0,8.0,3.0,1.0,0.0,1.0,0.0,8/H,
333.0,Jake Bauers*,29.0,MIL,NL,0.1,20.0,47.0,40.0,6.0,9.0,2.0,0.0,2.0,8.0,1.0,0.0,7.0,18.0,0.225,0.34,0.425,0.765,114.0,0.343,111.0,17.0,0.0,0.0,0.0,0.0,0.0,3H/179D,
334.0,Mauricio Dubón,30.0,HOU,AL,-0.1,18.0,47.0,43.0,4.0,9.0,2.0,0.0,0.0,4.0,2.0,0.0,3.0,3.0,0.209,0.261,0.256,0.517,50.0,0.246,42.0,11.0,0.0,0.0,1.0,0.0,0.0,4/7H3589,
335.0,Jake McCarthy*,27.0,ARI,NL,-0.6,14.0,47.0,41.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,6.0,0.073,0.17,0.098,0.268,-23.0,0.146,-30.0,4.0,0.0,1.0,0.0,1.0,0.0,/87HD,
336.0,Victor Caratini#,31.0,HOU,AL,0.2,16.0,46.0,40.0,7.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,5.0,10.0,0.25,0.348,0.4,0.748,115.0,0.336,117.0,16.0,1.0,1.0,0.0,0.0,0.0,2/H3D,
337.0,Zach Dezenzo,25.0,HOU,AL,0.0,16.0,46.0,43.0,8.0,11.0,3.0,0.0,0.0,4.0,1.0,0.0,3.0,15.0,0.256,0.304,0.326,0.63,82.0,0.285,76.0,14.0,1.0,0.0,0.0,0.0,0.0,/973DH,
338.0,Víctor Robles,28.0,SEA,AL,-0.3,10.0,46.0,44.0,3.0,12.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,0.273,0.283,0.341,0.624,87.0,0.284,79.0,15.0,1.0,1.0,0.0,1.0,0.0,9,
339.0,Travis d'Arnaud,36.0,LAA,AL,0.0,14.0,45.0,42.0,2.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,0.238,0.289,0.333,0.622,78.0,0.279,73.0,14.0,1.0,1.0,0.0,0.0,0.0,2/HD,
340.0,Luis Matos,23.0,SFG,NL,-0.3,14.0,45.0,42.0,5.0,7.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,4.0,0.167,0.222,0.333,0.556,59.0,0.25,53.0,14.0,3.0,0.0,0.0,0.0,0.0,/987DH,
341.0,Chase Meidroth,23.0,CHW,AL,0.5,12.0,45.0,38.0,8.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,6.0,0.289,0.4,0.316,0.716,112.0,0.359,132.0,12.0,1.0,0.0,0.0,0.0,0.0,6/4,
342.0,Jack Suwinski*,26.0,PIT,NL,-0.2,16.0,45.0,39.0,4.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,19.0,0.128,0.244,0.154,0.398,15.0,0.208,4.0,6.0,1.0,0.0,0.0,0.0,1.0,/789DH,
343.0,Jake Cronenworth*,31.0,SDP,NL,0.1,12.0,44.0,35.0,7.0,9.0,2.0,0.0,2.0,5.0,0.0,0.0,8.0,9.0,0.257,0.409,0.486,0.895,152.0,0.398,155.0,17.0,0.0,1.0,0.0,0.0,0.0,4/H,
344.0,Ryan Kreidler,27.0,DET,AL,-0.2,17.0,44.0,38.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,19.0,0.105,0.19,0.105,0.296,-11.0,0.163,-21.0,4.0,0.0,0.0,2.0,0.0,0.0,8,
345.0,Thomas Saggese,23.0,STL,NL,0.1,14.0,44.0,41.0,4.0,14.0,4.0,0.0,1.0,7.0,0.0,0.0,2.0,11.0,0.341,0.364,0.512,0.876,144.0,0.374,138.0,21.0,1.0,0.0,0.0,1.0,0.0,/645H,
346.0,Adael Amador#,22.0,COL,NL,-0.4,15.0,43.0,39.0,2.0,7.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,14.0,0.179,0.238,0.333,0.571,53.0,0.26,43.0,13.0,1.0,1.0,1.0,0.0,0.0,4/H,
347.0,David Hamilton*,27.0,BOS,AL,0.0,16.0,43.0,41.0,6.0,7.0,1.0,0.0,1.0,3.0,5.0,0.0,2.0,11.0,0.171,0.209,0.268,0.478,34.0,0.242,24.0,11.0,0.0,0.0,0.0,0.0,0.0,4/6HD,
348.0,Leo Rivas#,27.0,SEA,AL,0.7,15.0,43.0,34.0,9.0,13.0,1.0,0.0,0.0,3.0,3.0,0.0,9.0,6.0,0.382,0.512,0.412,0.923,183.0,0.435,188.0,14.0,1.0,0.0,0.0,0.0,0.0,4/HD,
349.0,Alexander Canario,25.0,PIT,NL,-0.5,15.0,42.0,38.0,5.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,10.0,0.132,0.214,0.211,0.425,20.0,0.224,29.0,8.0,1.0,0.0,0.0,0.0,0.0,/798H,
350.0,Edmundo Sosa,29.0,PHI,NL,0.5,15.0,42.0,39.0,5.0,14.0,4.0,0.0,0.0,8.0,0.0,0.0,2.0,9.0,0.359,0.381,0.462,0.842,136.0,0.387,146.0,18.0,0.0,0.0,0.0,1.0,0.0,/46H578D,
351.0,Kris Bryant,33.0,COL,NL,-0.5,11.0,41.0,39.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,0.154,0.195,0.205,0.4,9.0,0.184,-6.0,8.0,1.0,0.0,0.0,0.0,0.0,D/H,
352.0,Oliver Dunn*,27.0,MIL,NL,-0.3,14.0,41.0,36.0,4.0,6.0,2.0,0.0,0.0,6.0,1.0,0.0,2.0,11.0,0.167,0.205,0.222,0.427,20.0,0.198,2.0,8.0,0.0,0.0,2.0,1.0,0.0,5/3H,
353.0,Jackson Merrill*,22.0,SDP,NL,0.6,10.0,41.0,37.0,7.0,14.0,2.0,0.0,3.0,10.0,1.0,1.0,3.0,7.0,0.378,0.415,0.676,1.09,202.0,0.456,201.0,25.0,1.0,0.0,0.0,1.0,0.0,8,
354.0,Agustín Ramírez,23.0,MIA,NL,0.1,10.0,41.0,39.0,5.0,10.0,5.0,0.0,3.0,5.0,1.0,1.0,2.0,7.0,0.256,0.293,0.615,0.908,141.0,0.371,134.0,24.0,1.0,0.0,0.0,0.0,0.0,/2D,
355.0,Luken Baker,28.0,STL,NL,-0.2,18.0,40.0,33.0,2.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,10.0,0.212,0.35,0.273,0.623,79.0,0.297,83.0,9.0,3.0,0.0,0.0,0.0,0.0,D/H3,
356.0,Seth Brown*,32.0,ATH,AL,-0.2,22.0,40.0,33.0,4.0,7.0,2.0,0.0,1.0,2.0,1.0,0.0,5.0,11.0,0.212,0.35,0.364,0.714,106.0,0.331,108.0,12.0,2.0,2.0,0.0,0.0,0.0,H/79D8,
357.0,Yuli Gurriel,41.0,SDP,NL,-0.5,16.0,40.0,36.0,2.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,0.111,0.2,0.139,0.339,-2.0,0.17,-8.0,5.0,0.0,0.0,0.0,0.0,0.0,D/H3,
358.0,Ketel Marte#,31.0,ARI,NL,0.1,10.0,40.0,33.0,6.0,10.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,0.303,0.425,0.394,0.819,131.0,0.364,138.0,13.0,1.0,0.0,0.0,0.0,0.0,4/DH,
359.0,Rob Refsnyder,34.0,BOS,AL,0.5,13.0,40.0,37.0,6.0,12.0,3.0,0.0,2.0,5.0,2.0,0.0,2.0,11.0,0.324,0.35,0.568,0.918,155.0,0.423,168.0,21.0,2.0,0.0,0.0,1.0,0.0,/97H,
360.0,Ben Rortvedt*,27.0,TBR,AL,-0.3,15.0,40.0,35.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,6.0,0.086,0.2,0.114,0.314,-6.0,0.163,-9.0,4.0,0.0,0.0,0.0,0.0,0.0,2,
361.0,Ryan Bliss,25.0,SEA,AL,-0.2,11.0,39.0,35.0,1.0,7.0,1.0,0.0,1.0,3.0,2.0,2.0,4.0,11.0,0.2,0.282,0.314,0.596,80.0,0.257,80.0,11.0,2.0,0.0,0.0,0.0,0.0,4,
362.0,Mickey Gasper#,29.0,MIN,AL,-0.1,17.0,39.0,34.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,9.0,0.176,0.282,0.206,0.488,42.0,0.255,54.0,7.0,0.0,1.0,0.0,0.0,0.0,/DH3427,
363.0,José Herrera#,28.0,ARI,NL,-0.2,11.0,39.0,33.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,10.0,0.121,0.194,0.212,0.407,14.0,0.191,-2.0,7.0,0.0,0.0,3.0,0.0,0.0,2,
364.0,Brandon Lockridge,28.0,SDP,NL,0.2,15.0,39.0,34.0,4.0,7.0,2.0,0.0,0.0,2.0,4.0,0.0,3.0,9.0,0.206,0.27,0.265,0.535,52.0,0.269,42.0,9.0,1.0,0.0,2.0,0.0,0.0,/78H,
365.0,Mark Canha,36.0,KCR,AL,0.0,15.0,38.0,33.0,6.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,0.303,0.368,0.364,0.732,110.0,0.327,107.0,12.0,0.0,1.0,0.0,1.0,0.0,/7H3D9,
366.0,Austin Hedges,32.0,CLE,AL,0.3,13.0,38.0,30.0,3.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,7.0,14.0,0.133,0.297,0.333,0.631,82.0,0.298,85.0,10.0,0.0,0.0,1.0,0.0,0.0,2/1,
367.0,Kevin Pillar,36.0,TEX,AL,0.1,18.0,38.0,38.0,6.0,9.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,0.237,0.237,0.289,0.526,54.0,0.244,40.0,11.0,0.0,0.0,0.0,0.0,0.0,/8H97D,
368.0,Addison Barger*,25.0,TOR,AL,-0.1,13.0,37.0,34.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,0.147,0.216,0.235,0.452,30.0,0.208,24.0,8.0,0.0,1.0,0.0,0.0,0.0,9/5H,
369.0,Zac Veen*,23.0,COL,NL,-0.2,12.0,37.0,34.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,14.0,0.118,0.189,0.235,0.424,15.0,0.184,0.0,8.0,0.0,1.0,0.0,0.0,0.0,/79H,
370.0,Nick Kurtz*,22.0,ATH,AL,-0.3,10.0,36.0,32.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,16.0,0.25,0.278,0.25,0.528,53.0,0.225,45.0,8.0,2.0,0.0,0.0,2.0,0.0,3,
371.0,José Miranda,27.0,MIN,AL,-0.3,12.0,36.0,36.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,13.0,0.167,0.167,0.25,0.417,16.0,0.18,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,5/H,
372.0,Oswald Peraza,25.0,NYY,AL,0.2,14.0,36.0,34.0,7.0,7.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,10.0,0.206,0.25,0.353,0.603,72.0,0.261,62.0,12.0,0.0,0.0,0.0,0.0,0.0,5/4H6,
373.0,Austin Wynns,34.0,CIN,NL,0.6,12.0,36.0,33.0,6.0,13.0,1.0,0.0,3.0,11.0,0.0,0.0,3.0,11.0,0.394,0.444,0.697,1.141,208.0,0.485,211.0,23.0,1.0,0.0,0.0,0.0,0.0,2,
