Name,DATE,Team,Home/Away,OPP,AB,R,H,2B,3B,HR,RBI,Walks,HBP,BA,OBP,SLG,OPS,SB,CS,GDP,1B,HRR,TB,Season
Kim Seong-yoon,03/28/2025,Samsung,,Doosan,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2025
Jang Sung-woo,03/28/2025,KT,,Lotte,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Cheon Seong-ho,03/28/2025,KT,,Lotte,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Hyoung-woo,03/28/2025,Kia,,Hanwha,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
Patrick Wisdom,03/28/2025,Kia,,Hanwha,2,1,1,0,0,1,2,1,0,0.5,0.667,2.0,2.667,0,0,0,0,4,4,2025
Chae Eun-seong,03/28/2025,Hanwha,,Kia,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Yasiel Puig,03/28/2025,Kiwoom,,SSG,5,2,2,1,0,1,2,0,0,0.4,0.4,1.2,1.6,0,0,0,0,6,6,2025
Park Hae-min,03/28/2025,LG,,NC,3,2,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,0,0,2,0,2025
Jake Cave,03/28/2025,Doosan,,Samsung,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Park Ji-hwan,03/28/2025,SSG,,Kiwoom,3,1,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,2,1,2025
Ruben Cardenas,03/28/2025,Kiwoom,,SSG,3,1,1,0,0,0,1,1,0,0.333,0.5,0.333,0.833,0,0,0,1,3,1,2025
Park Dong-won,03/28/2025,LG,,NC,5,1,3,1,0,0,1,0,0,0.6,0.6,0.8,1.4,0,0,0,2,5,4,2025
Matthew Davidson,03/28/2025,NC,,LG,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Eo Joon-seo,03/28/2025,Kiwoom,,SSG,3,1,1,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,0,1,3,1,2025
Hong Chang-ki,03/28/2025,LG,,NC,4,0,0,0,0,0,0,0,1,0.0,0.2,0.0,0.2,0,0,1,0,0,0,2025
Kim Tae-yean,03/28/2025,Hanwha,,Kia,4,2,2,0,0,1,1,0,0,0.5,0.5,1.25,1.75,0,0,1,1,5,5,2025
Park Byung-ho,03/28/2025,Samsung,,Doosan,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,0,0,2025
Moon Bo-gyeong,03/28/2025,LG,,NC,3,1,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,0,0,1,0,2025
Yoon Dong-hee,03/28/2025,Lotte,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Roh Si-Hwan,03/28/2025,Hanwha,,Kia,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Song Sung-mun,03/28/2025,Kiwoom,,SSG,5,1,2,2,0,0,2,0,0,0.4,0.4,0.8,1.2,0,0,0,0,5,4,2025
Kang Min-ho,03/28/2025,Samsung,,Doosan,4,0,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,1,2,2025
Kim Hyun-soo,03/28/2025,LG,,NC,2,1,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,1,2,1,2025
Lee Hyung-jong,03/28/2025,Kiwoom,,SSG,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Na Sung-bum,03/28/2025,Kia,,Hanwha,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,1,0,0,0,2025
Ryu Ji-hyuk,03/29/2025,Samsung,,Doosan,3,3,3,0,0,0,1,0,0,1.0,1.0,1.0,2.0,0,0,0,3,7,3,2025
Choi Ji-Hoon,03/29/2025,SSG,,Kiwoom,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Jung Soo-bin,03/29/2025,Doosan,,Samsung,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Kim Young-woong,03/29/2025,Samsung,,Doosan,4,1,3,0,0,0,1,0,0,0.75,0.75,0.75,1.5,0,1,0,3,5,3,2025
Son Ah-seop,03/29/2025,NC,,LG,3,1,2,0,0,0,0,0,0,0.667,0.667,0.667,1.333,0,0,0,2,3,2,2025
Park Kun-woo,03/29/2025,NC,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Ju-won,03/29/2025,NC,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lewin Díaz,03/29/2025,Samsung,,Doosan,2,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,1,2,1,2025
Heo Kyoung-Min,03/29/2025,Doosan,,Lotte,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,1,2,2,2,2025
Park Min-woo,03/29/2025,NC,,LG,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,1,0,0,0,0,2025
Park Byung-ho,03/29/2025,Samsung,,Doosan,2,1,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,1,0,2025
Matthew Davidson,03/29/2025,NC,,LG,4,1,2,0,0,1,2,0,0,0.5,0.5,1.25,1.75,0,0,0,1,5,5,2025
Kwon Hui-dong,03/29/2025,NC,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Jake Cave,03/29/2025,Doosan,,Samsung,2,0,1,0,0,0,1,1,0,0.5,0.667,0.5,1.167,0,0,0,1,2,1,2025
Guillermo Heredia,03/29/2025,SSG,,Kiwoom,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Yasiel Puig,03/29/2025,Kiwoom,,SSG,3,0,1,0,0,0,0,0,1,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Choi In-ho,03/29/2025,Hanwha,,Kia,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2025
Kang Seung-ho,03/29/2025,Doosan,,Samsung,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Yoon Dong-hee,03/29/2025,Lotte,,KT,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Hyun-soo,03/29/2025,LG,,NC,3,0,1,0,0,0,1,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Patrick Wisdom,03/29/2025,Kia,,Hanwha,2,1,1,0,0,1,1,2,0,0.5,0.75,2.0,2.75,0,0,0,0,3,4,2025
Hong Chang-ki,03/29/2025,LG,,NC,3,2,1,0,0,0,1,2,0,0.333,0.6,0.333,0.933,0,0,0,1,4,1,2025
Austin Dean,03/29/2025,LG,,NC,5,1,2,0,0,1,3,0,0,0.4,0.4,1.0,1.4,0,0,0,1,6,5,2025
Choi Hyoung-woo,03/29/2025,Kia,,Hanwha,4,2,2,0,0,1,2,0,0,0.5,0.5,1.25,1.75,0,0,1,1,6,5,2025
Sang-su Kim,03/29/2025,KT,,Lotte,2,0,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,0,0,0,1,1,1,2025
Choi Won-jun,03/29/2025,Kia,,Hanwha,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Moon Hyun-bin,03/29/2025,Unknown,,Kia,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,2,1,2025
Mel Rojas Jr.,03/29/2025,KT,,Lotte,2,1,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,1,0,1,0,2025
Kim Sun-bin,03/29/2025,Kia,,Hanwha,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Koo Ja-wook,03/29/2025,Samsung,,Doosan,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Kim Min-hyuck,03/29/2025,KT,,Lotte,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Kang Baek-ho,03/29/2025,KT,,Lotte,4,0,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,1,1,2025
Lee Woo-sung,03/29/2025,Kia,,Hanwha,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,1,0,0,0,2025
Jang Sung-woo,03/29/2025,KT,,Lotte,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Na Sung-bum,03/29/2025,Kia,,Hanwha,2,1,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,1,0,2025
Kim Seong-yoon,03/29/2025,Samsung,,Doosan,4,2,2,0,1,0,2,0,0,0.5,0.5,1.0,1.5,0,0,0,1,6,4,2025
Cheon Seong-ho,03/29/2025,KT,,Lotte,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Song Sung-mun,03/29/2025,Kiwoom,,SSG,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Ruben Cardenas,03/29/2025,Kiwoom,,SSG,4,1,2,0,0,1,2,0,0,0.5,0.5,1.25,1.75,0,0,0,1,5,5,2025
Moon Bo-gyeong,03/29/2025,LG,,NC,3,2,1,0,0,1,2,0,0,0.333,0.333,1.333,1.667,0,0,0,0,5,4,2025
Kang Min-ho,03/29/2025,Samsung,,Doosan,4,1,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,2,1,2025
Roh Si-Hwan,03/29/2025,Hanwha,,Kia,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Han Yoo-seom,03/29/2025,SSG,,Kiwoom,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Ha Jae-hoon,03/29/2025,SSG,,Kiwoom,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Víctor Reyes,03/29/2025,Lotte,,KT,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Kim Jae-hwan,03/29/2025,Doosan,,Samsung,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
Son Ho-young,03/29/2025,Lotte,,KT,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Kim Ji-chan,03/29/2025,Samsung,,Doosan,6,1,2,1,0,0,2,0,0,0.333,0.333,0.5,0.833,0,0,0,1,5,3,2025
Na Seung-yeup,03/29/2025,Lotte,,KT,4,1,2,1,0,1,1,0,0,0.5,0.5,1.5,2.0,0,0,0,0,4,6,2025
Yang Eui-ji,03/29/2025,Doosan,,Samsung,2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Kang-nam Yoo,03/29/2025,Lotte,,KT,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Yang Suk-Hwan,03/29/2025,Doosan,,Samsung,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Tae-yean,03/29/2025,Hanwha,,Kia,3,0,0,0,0,0,1,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Jung Hoon,03/29/2025,Lotte,,KT,3,1,1,1,0,0,0,0,0,0.333,0.333,0.667,1.0,0,0,0,0,2,2,2025
Lee Jae-hyeon,03/29/2025,Samsung,,Doosan,5,1,2,0,0,0,1,1,0,0.4,0.5,0.4,0.9,0,0,0,2,4,2,2025
Jeon Jun-woo,03/29/2025,Lotte,,KT,4,0,1,1,0,0,1,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
Park Ji-hwan,03/29/2025,SSG,,Kiwoom,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
An Chi-Hong,03/29/2025,Hanwha,,Kia,1,0,1,0,0,0,2,0,0,1.0,1.0,1.0,2.0,0,0,0,1,3,1,2025
Shin Min-jae,03/29/2025,LG,,NC,5,3,2,0,0,0,3,1,0,0.4,0.5,0.4,0.9,0,0,0,2,8,2,2025
Park Hae-min,03/29/2025,LG,,NC,3,2,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,3,1,2025
Chae Eun-seong,03/29/2025,Hanwha,,Kia,3,0,2,1,0,0,1,0,1,0.667,0.75,1.0,1.75,0,0,0,1,3,3,2025
Estevan Florial,03/29/2025,Hanwha,,Kia,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Park Dong-won,03/29/2025,LG,,NC,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Han Yoo-seom,03/30/2025,SSG,,Kiwoom,2,1,1,0,0,1,2,2,0,0.5,0.75,2.0,2.75,0,0,0,0,4,4,2025
Park Ji-hwan,03/30/2025,SSG,,Kiwoom,3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Eo Joon-seo,03/30/2025,Kiwoom,,SSG,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Seong-yoon,03/30/2025,Samsung,,Doosan,3,1,1,1,0,0,0,0,0,0.333,0.333,0.667,1.0,0,0,0,0,2,2,2025
Kim Ji-chan,03/30/2025,Samsung,,Doosan,1,2,1,1,0,0,0,1,0,1.0,1.0,2.0,3.0,1,0,0,0,3,2,2025
Ryu Ji-hyuk,03/30/2025,Samsung,,Doosan,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kang Min-ho,03/30/2025,Samsung,,Doosan,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,1,1,1,1,2025
Koo Ja-wook,03/30/2025,Samsung,,Doosan,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Moon Hyun-bin,03/30/2025,Unknown,,Kia,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Guillermo Heredia,03/30/2025,SSG,,Kiwoom,4,1,2,0,0,0,1,0,1,0.5,0.6,0.5,1.1,0,0,0,2,4,2,2025
Choi Ji-Hoon,03/30/2025,SSG,,Kiwoom,5,1,2,0,0,0,1,0,0,0.4,0.4,0.4,0.8,0,0,0,2,4,2,2025
Kim Young-woong,03/30/2025,Samsung,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kang Seung-ho,03/30/2025,Doosan,,Samsung,4,1,2,0,0,1,1,0,0,0.5,0.5,1.25,1.75,0,0,0,1,4,5,2025
Patrick Wisdom,03/30/2025,Kia,,Hanwha,4,1,2,0,0,1,2,0,0,0.5,0.5,1.25,1.75,0,0,0,1,5,5,2025
Víctor Reyes,03/30/2025,Lotte,,KT,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Son Ho-young,03/30/2025,Lotte,,KT,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2025
Kim Jae-hwan,03/30/2025,Doosan,,Samsung,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Na Seung-yeup,03/30/2025,Lotte,,KT,4,1,1,0,0,1,1,1,0,0.25,0.4,1.0,1.4,0,0,0,0,3,4,2025
Yang Eui-ji,03/30/2025,Doosan,,Samsung,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kang-nam Yoo,03/30/2025,Lotte,,KT,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jung Hoon,03/30/2025,Lotte,,KT,1,0,1,1,0,0,1,0,0,1.0,1.0,2.0,3.0,0,0,0,0,2,2,2025
Jeon Jun-woo,03/30/2025,Lotte,,KT,4,0,2,1,0,0,0,1,0,0.5,0.6,0.75,1.35,0,0,0,1,2,3,2025
Estevan Florial,03/30/2025,Hanwha,,Kia,3,0,1,1,0,0,2,1,0,0.333,0.5,0.667,1.167,0,1,0,0,3,2,2025
An Chi-Hong,03/30/2025,Hanwha,,Kia,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2025
Choi In-ho,03/30/2025,Hanwha,,Kia,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Chae Eun-seong,03/30/2025,Hanwha,,Kia,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Ruben Cardenas,03/30/2025,Kiwoom,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Song Sung-mun,03/30/2025,Kiwoom,,SSG,2,1,1,0,0,1,1,2,0,0.5,0.75,2.0,2.75,0,0,0,0,3,4,2025
Kim Tae-yean,03/30/2025,Hanwha,,Kia,2,1,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,1,0,0,0,1,0,2025
Roh Si-Hwan,03/30/2025,Hanwha,,Kia,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Hyoung-woo,03/30/2025,Kia,,Hanwha,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Sang-su Kim,03/30/2025,KT,,Lotte,2,1,0,0,0,0,0,3,0,0.0,0.6,0.0,0.6,0,0,0,0,1,0,2025
Choi Won-jun,03/30/2025,Kia,,Hanwha,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Mel Rojas Jr.,03/30/2025,KT,,Lotte,4,0,0,0,0,0,1,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Kim Min-hyuck,03/30/2025,KT,,Lotte,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Kim Sun-bin,03/30/2025,Kia,,Hanwha,1,0,1,1,0,0,1,0,0,1.0,1.0,2.0,3.0,0,0,0,0,2,2,2025
Kang Baek-ho,03/30/2025,KT,,Lotte,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lee Woo-sung,03/30/2025,Kia,,Hanwha,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,1,0,0,0,2025
Jang Sung-woo,03/30/2025,KT,,Lotte,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Na Sung-bum,03/30/2025,Kia,,Hanwha,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Yoon Dong-hee,03/30/2025,Lotte,,KT,3,1,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,1,0,1,0,2025
Yasiel Puig,03/30/2025,Kiwoom,,SSG,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Heo Kyoung-Min,03/30/2025,Doosan,,Lotte,4,0,1,0,0,0,1,1,0,0.25,0.4,0.25,0.65,0,0,0,1,2,1,2025
Jung Soo-bin,03/30/2025,Doosan,,Samsung,3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Lee Jae-hyeon,03/30/2025,Samsung,,Doosan,1,0,1,0,0,0,2,1,0,1.0,1.0,1.0,2.0,0,0,0,1,3,1,2025
Cheon Seong-ho,03/30/2025,KT,,Lotte,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,2025
Park Byung-ho,03/30/2025,Samsung,,Doosan,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lewin Díaz,03/30/2025,Samsung,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jake Cave,03/30/2025,Doosan,,Samsung,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Ahn Hyun-min,04/10/2025,KT,,NC,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Oh Sun-woo,04/13/2025,Kia,,SSG,4,1,1,0,0,1,3,1,0,0.25,0.4,1.0,1.4,0,0,0,0,5,4,2025
Oh Sun-woo,04/15/2025,Kia,,KT,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2025
Oh Sun-woo,04/16/2025,Kia,,KT,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Im Ji-yeol,04/16/2025,Kiwoom,,Lotte,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Im Ji-yeol,04/17/2025,Kiwoom,,Lotte,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Oh Sun-woo,04/17/2025,Kia,,KT,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Oh Sun-woo,04/18/2025,Kia,,Doosan,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Im Ji-yeol,04/18/2025,Kiwoom,,KT,4,1,3,1,0,0,2,0,0,0.75,0.75,1.0,1.75,1,0,0,2,6,4,2025
Im Ji-yeol,04/19/2025,Kiwoom,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Oh Sun-woo,04/20/2025,Kia,,Doosan,1,1,1,0,0,0,0,1,0,1.0,1.0,1.0,2.0,0,0,0,1,2,1,2025
Im Ji-yeol,04/20/2025,Kiwoom,,KT,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Im Ji-yeol,04/22/2025,Kiwoom,,Doosan,2,2,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,1,0,0,1,3,1,2025
Im Ji-yeol,04/23/2025,Kiwoom,,Doosan,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,0,0,2025
Oh Sun-woo,04/23/2025,Kia,,Samsung,4,0,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,1,2,2025
Im Ji-yeol,04/24/2025,Kiwoom,,Doosan,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Oh Sun-woo,04/24/2025,Kia,,Samsung,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Im Ji-yeol,04/25/2025,Kiwoom,,SSG,4,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Oh Sun-woo,04/25/2025,Kia,,LG,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Im Ji-yeol,04/26/2025,Kiwoom,,SSG,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Oh Sun-woo,04/26/2025,Kia,,LG,4,2,3,0,0,1,4,0,0,0.75,0.75,1.5,2.25,0,0,0,2,9,6,2025
Im Ji-yeol,04/27/2025,Kiwoom,,SSG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Oh Sun-woo,04/27/2025,Kia,,LG,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Oh Sun-woo,04/29/2025,Kia,,NC,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,2025
Im Ji-yeol,04/29/2025,Kiwoom,,Lotte,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Ahn Hyun-min,04/30/2025,KT,,Doosan,5,1,1,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0,1,3,1,2025
Oh Sun-woo,04/30/2025,Kia,,NC,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Jeong,05/02/2025,SSG,,LG,3,1,1,0,0,1,2,1,0,0.333,0.5,1.333,1.833,0,0,0,0,4,4,2025
Choi Jeong,05/03/2025,SSG,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,2025
Choi Jeong,05/04/2025,SSG,,LG,2,2,2,0,0,1,2,0,1,1.0,1.0,2.5,3.5,0,0,0,1,6,5,2025
Choi Jeong,05/05/2025,SSG,,Lotte,5,1,1,0,0,1,3,0,0,0.2,0.2,0.8,1.0,0,0,0,0,5,4,2025
Choi Jeong,05/06/2025,SSG,,Lotte,2,0,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0,0,0,1,1,1,2025
Choi Jeong,05/07/2025,SSG,,Lotte,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,2,1,1,1,2025
Choi Jeong,05/10/2025,SSG,,Kia,4,1,1,0,0,1,1,1,0,0.25,0.4,1.0,1.4,0,0,0,0,3,4,2025
Choi Jeong,05/11/2025,SSG,,Kia,2,1,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,1,0,2025
Choi Jeong,05/11/2025,SSG,,Kia,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,1,0,0,0,2025
Choi Jeong,05/13/2025,SSG,,NC,4,1,2,0,0,1,2,0,0,0.5,0.5,1.25,1.75,0,0,0,1,5,5,2025
Choi Jeong,05/14/2025,SSG,,NC,4,1,1,0,0,1,2,0,0,0.25,0.25,1.0,1.25,0,0,0,0,4,4,2025
Choi Jeong,05/15/2025,SSG,,NC,4,1,1,0,0,1,3,0,0,0.25,0.25,1.0,1.25,0,0,0,0,5,4,2025
Choi Jeong,05/17/2025,SSG,,Hanwha,2,0,0,0,0,0,1,1,0,0.0,0.333,0.0,0.333,0,0,0,0,1,0,2025
Choi Jeong,05/17/2025,SSG,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Jeong,05/18/2025,SSG,,Hanwha,4,0,2,0,0,0,2,1,0,0.5,0.6,0.5,1.1,0,0,0,2,4,2,2025
Choi Jeong,05/20/2025,SSG,,Doosan,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Choi Jeong,05/21/2025,SSG,,Doosan,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Choi Jeong,05/22/2025,SSG,,Doosan,3,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Kim In-Hwan,05/22/2025,Hanwha,,NC,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
