Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Diamond Miller,CON,CON vs. DAL,07/02/2026,2026.0,L,22,3,1,6,16.7,0,1,0.0,1,2,50.0,1,2,3,1,2,1,1,5,4
Mackenzie Holmes,SEA,SEA @ PHX,07/02/2026,2026.0,L,2,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,-3
Zia Cooke,SEA,SEA @ PHX,07/02/2026,2026.0,L,7,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-7
Stefanie Dolson,SEA,SEA @ PHX,07/02/2026,2026.0,L,12,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-15
Indya Nivar,ATL,ATL @ WAS,07/02/2026,2026.0,L,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-2
Taylor Thierry,SEA,SEA @ PHX,07/02/2026,2026.0,L,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-3
Sug Sutton,DAL,DAL @ CON,07/02/2026,2026.0,W,2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-4
Kennedy Burke,CON,CON vs. DAL,07/02/2026,2026.0,L,26,8,3,6,50.0,0,2,0.0,2,3,66.7,0,2,2,1,0,1,0,0,-4
Azzi Fudd,DAL,DAL @ CON,07/02/2026,2026.0,W,32,4,2,7,28.6,0,2,0.0,0,0,0.0,2,2,4,5,0,0,5,3,3
Dominique Malonga,SEA,SEA @ PHX,07/02/2026,2026.0,L,21,5,2,11,18.2,0,0,0.0,1,2,50.0,1,5,6,1,0,1,2,3,-21
Valeriane Ayayi,PHX,PHX vs. SEA,07/02/2026,2026.0,W,27,18,5,11,45.5,3,7,42.9,5,7,71.4,1,1,2,3,0,0,2,3,16
Kahleah Copper,PHX,PHX vs. SEA,07/02/2026,2026.0,W,36,30,12,21,57.1,2,5,40.0,4,7,57.1,2,5,7,3,2,0,2,2,20
Rhyne Howard,ATL,ATL @ WAS,07/02/2026,2026.0,L,38,24,8,20,40.0,5,13,38.5,3,3,100.0,0,2,2,3,4,0,2,2,-4
Shakira Austin,WAS,WAS vs. ATL,07/02/2026,2026.0,W,29,21,9,14,64.3,2,2,100.0,1,5,20.0,1,8,9,3,0,3,3,3,-3
Paige Bueckers,DAL,DAL @ CON,07/02/2026,2026.0,W,37,25,9,14,64.3,2,5,40.0,5,6,83.3,1,6,7,7,0,0,4,5,11
Ezi Magbegor,SEA,SEA @ PHX,07/02/2026,2026.0,L,17,8,3,4,75.0,2,2,100.0,0,0,0.0,0,0,0,3,1,0,2,0,1
Angel Reese,ATL,ATL @ WAS,07/02/2026,2026.0,L,34,13,6,15,40.0,0,0,0.0,1,3,33.3,6,7,13,3,2,1,2,5,0
Leila Lacan,CON,CON vs. DAL,07/02/2026,2026.0,L,32,18,5,14,35.7,2,4,50.0,6,6,100.0,2,0,2,5,3,0,2,0,-6
Lexi Held,PHX,PHX vs. SEA,07/02/2026,2026.0,W,31,17,6,11,54.5,5,6,83.3,0,0,0.0,1,4,5,2,1,0,2,0,19
Allisha Gray,ATL,ATL @ WAS,07/02/2026,2026.0,L,33,17,7,15,46.7,0,4,0.0,3,8,37.5,2,2,4,3,2,1,2,2,-3
Kiki Iriafen,WAS,WAS vs. ATL,07/02/2026,2026.0,W,30,14,5,8,62.5,1,2,50.0,3,4,75.0,3,7,10,2,1,0,5,4,1
Awa Fam,SEA,SEA @ PHX,07/02/2026,2026.0,L,27,13,6,8,75.0,1,3,33.3,0,0,0.0,1,5,6,3,1,2,1,3,-9
Alicia Florez,WAS,WAS vs. ATL,07/02/2026,2026.0,W,27,13,5,8,62.5,2,3,66.7,1,2,50.0,1,5,6,7,0,0,4,2,16
Brittney Griner,CON,CON vs. DAL,07/02/2026,2026.0,L,30,13,5,12,41.7,0,0,0.0,3,6,50.0,3,8,11,1,0,1,3,5,-2
Alyssa Thomas,PHX,PHX vs. SEA,07/02/2026,2026.0,W,33,9,4,10,40.0,0,0,0.0,1,1,100.0,6,7,13,9,2,1,2,1,21
DeWanna Bonner,PHX,PHX vs. SEA,07/02/2026,2026.0,W,31,6,3,10,30.0,0,5,0.0,0,0,0.0,0,8,8,2,2,2,1,3,19
Aaliyah Edwards,CON,CON vs. DAL,07/02/2026,2026.0,L,19,11,4,7,57.1,0,0,0.0,3,7,42.9,2,1,3,4,0,0,2,5,-7
Jordin Canada,ATL,ATL @ WAS,07/02/2026,2026.0,L,34,10,4,11,36.4,0,2,0.0,2,2,100.0,0,3,3,7,2,0,2,5,2
Cotie McMahon,WAS,WAS vs. ATL,07/02/2026,2026.0,W,33,7,2,7,28.6,2,5,40.0,1,2,50.0,1,2,3,2,1,0,4,4,-1
Alanna Smith,DAL,DAL @ CON,07/02/2026,2026.0,W,14,11,4,6,66.7,2,3,66.7,1,3,33.3,1,2,3,0,0,0,0,2,1
Arike Ogunbowale,DAL,DAL @ CON,07/02/2026,2026.0,W,26,9,3,10,30.0,3,9,33.3,0,0,0.0,0,2,2,1,1,0,1,3,1
Maddy Siegrist,DAL,DAL @ CON,07/02/2026,2026.0,W,13,7,3,6,50.0,1,3,33.3,0,0,0.0,0,3,3,0,2,1,0,3,-9
Naz Hillmon,ATL,ATL @ WAS,07/02/2026,2026.0,L,25,5,1,5,20.0,1,5,20.0,2,2,100.0,4,1,5,1,1,1,2,2,1
Olivia Nelson-Ododa,CON,CON vs. DAL,07/02/2026,2026.0,L,24,11,4,6,66.7,0,0,0.0,3,5,60.0,3,5,8,1,1,0,4,4,0
Charlisse Leger-Walker,CON,CON vs. DAL,07/02/2026,2026.0,L,30,14,5,8,62.5,1,2,50.0,3,5,60.0,0,2,2,1,1,1,0,2,1
Jessica Shepard,DAL,DAL @ CON,07/02/2026,2026.0,W,30,14,6,10,60.0,0,0,0.0,2,4,50.0,1,5,6,1,1,0,2,3,13
Flau'jae Johnson,SEA,SEA @ PHX,07/02/2026,2026.0,L,29,11,4,12,33.3,2,5,40.0,1,2,50.0,0,3,3,3,1,1,1,3,-9
Natisha Hiedeman,SEA,SEA @ PHX,07/02/2026,2026.0,L,27,13,6,11,54.5,1,4,25.0,0,0,0.0,1,3,4,2,1,1,4,0,-29
Jade Melbourne,SEA,SEA @ PHX,07/02/2026,2026.0,L,26,11,3,5,60.0,2,4,50.0,3,4,75.0,0,4,4,5,1,0,3,2,3
Lauren Betts,WAS,WAS vs. PDX,06/28/2026,2026.0,W,13,4,2,6,33.3,0,0,0.0,0,2,0.0,2,0,2,1,1,0,0,1,-4
Lucy Olsen,WAS,WAS vs. PDX,06/28/2026,2026.0,W,14,4,1,4,25.0,0,1,0.0,2,2,100.0,0,2,2,1,0,0,0,3,1
Teja Oblak,PDX,PDX @ WAS,06/28/2026,2026.0,L,9,2,1,2,50.0,0,1,0.0,0,0,0.0,0,3,3,3,0,0,3,1,5
Laeticia Amihere,GSV,GSV vs. NYL,06/28/2026,2026.0,W,15,0,0,2,0.0,0,0,0.0,0,0,0.0,2,3,5,3,0,0,2,4,-1
Stephanie Talbot,LVA,LVA @ CHI,06/28/2026,2026.0,W,20,3,1,2,50.0,0,1,0.0,1,2,50.0,1,0,1,0,2,0,1,3,-8
Cotie McMahon,WAS,WAS vs. PDX,06/28/2026,2026.0,W,21,5,2,5,40.0,1,3,33.3,0,0,0.0,0,1,1,2,0,0,0,3,-23
Jacy Sheldon,CHI,CHI vs. LVA,06/28/2026,2026.0,L,11,5,2,6,33.3,1,3,33.3,0,0,0.0,1,0,1,2,0,0,0,2,9
Leonie Fiebich,NYL,NYL @ GSV,06/28/2026,2026.0,L,31,6,3,4,75.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,2,-17
Natasha Cloud,CHI,CHI vs. LVA,06/28/2026,2026.0,L,23,6,2,4,50.0,1,2,50.0,1,2,50.0,1,1,2,4,0,0,2,5,-6
Marine Johannes,NYL,NYL @ GSV,06/28/2026,2026.0,L,18,3,1,5,20.0,1,4,25.0,0,0,0.0,0,1,1,3,1,1,2,2,17
Gabriela Jaquez,CHI,CHI vs. LVA,06/28/2026,2026.0,L,12,2,1,3,33.3,0,0,0.0,0,0,0.0,2,1,3,2,1,0,0,1,-8
Kaitlyn Chen,GSV,GSV vs. NYL,06/28/2026,2026.0,W,13,8,3,5,60.0,0,0,0.0,2,2,100.0,0,0,0,2,0,0,0,5,-16
Rebekah Gardner,NYL,NYL @ GSV,06/28/2026,2026.0,L,15,4,2,6,33.3,0,1,0.0,0,0,0.0,3,2,5,1,0,0,0,1,1
Gabby Williams,GSV,GSV vs. NYL,06/28/2026,2026.0,W,20,7,2,9,22.2,1,4,25.0,2,5,40.0,0,2,2,1,0,0,2,0,9
Serah Williams,PDX,PDX @ WAS,06/28/2026,2026.0,L,14,4,1,3,33.3,0,0,0.0,2,2,100.0,4,3,7,0,0,0,0,2,12
Arike Ogunbowale,DAL,DAL vs. MIN,06/28/2026,2026.0,L,26,5,1,9,11.1,1,3,33.3,2,2,100.0,1,3,4,0,1,0,2,1,-14
Maya Caldwell,MIN,MIN @ DAL,06/28/2026,2026.0,W,10,5,2,3,66.7,1,1,100.0,0,0,0.0,0,3,3,1,1,0,0,1,-3
Pauline Astier,NYL,NYL @ GSV,06/28/2026,2026.0,L,23,5,2,6,33.3,1,2,50.0,0,0,0.0,0,0,0,4,1,0,0,4,-12
Angela Dugalic,WAS,WAS vs. PDX,06/28/2026,2026.0,W,11,3,1,3,33.3,0,1,0.0,1,2,50.0,1,1,2,0,0,1,2,1,-19
Awak Kuier,DAL,DAL vs. MIN,06/28/2026,2026.0,L,16,2,1,5,20.0,0,2,0.0,0,0,0.0,0,3,3,0,0,1,1,0,-11
Paige Bueckers,DAL,DAL vs. MIN,06/28/2026,2026.0,L,36,25,10,17,58.8,2,4,50.0,3,3,100.0,0,3,3,4,1,1,4,3,-3
Jordan Harrison,PDX,PDX @ WAS,06/28/2026,2026.0,L,7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,4,0,1,0,2,12
Sug Sutton,DAL,DAL vs. MIN,06/28/2026,2026.0,L,9,2,1,4,25.0,0,2,0.0,0,0,0.0,0,1,1,1,1,0,0,0,-4
NaLyssa Smith,LVA,LVA @ CHI,06/28/2026,2026.0,W,14,6,2,6,33.3,0,0,0.0,2,3,66.7,0,1,1,2,1,1,1,5,2
Antonia Delaere,MIN,MIN @ DAL,06/28/2026,2026.0,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2
Nadia Fingall,GSV,GSV vs. NYL,06/28/2026,2026.0,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-7
Juste Jocyte,GSV,GSV vs. NYL,06/28/2026,2026.0,W,2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-7
Betnijah Laney-Hamilton,NYL,NYL @ GSV,06/28/2026,2026.0,L,13,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,2,-13
Cheyenne Parker-Tyus,LVA,LVA @ CHI,06/28/2026,2026.0,W,4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-3
Brianna Turner,LVA,LVA @ CHI,06/28/2026,2026.0,W,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,5
Liatu King,MIN,MIN @ DAL,06/28/2026,2026.0,W,6,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,2,-9
Aicha Coulibaly,CHI,CHI vs. LVA,06/28/2026,2026.0,L,9,2,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-11
Anastasiia Olairi Kosu,MIN,MIN @ DAL,06/28/2026,2026.0,W,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,8
Rebecca Allen,NYL,NYL @ GSV,06/28/2026,2026.0,L,4,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0,8
Aziaha James,DAL,DAL vs. MIN,06/28/2026,2026.0,L,11,2,0,4,0.0,0,1,0.0,2,2,100.0,0,1,1,0,0,0,1,1,-1
Li Yueru,DAL,DAL vs. MIN,06/28/2026,2026.0,L,5,0,0,2,0.0,0,1,0.0,0,0,0.0,1,3,4,0,0,0,1,1,5
Han Xu,NYL,NYL @ GSV,06/28/2026,2026.0,L,10,4,1,1,100.0,1,1,100.0,1,2,50.0,0,0,0,0,0,0,0,0,7
Georgia Amoore,WAS,WAS vs. PDX,06/28/2026,2026.0,W,12,2,0,3,0.0,0,3,0.0,2,2,100.0,0,0,0,3,0,0,1,2,-1
Kierstan Bell,LVA,LVA @ CHI,06/28/2026,2026.0,W,10,5,2,4,50.0,1,3,33.3,0,0,0.0,0,0,0,0,0,0,0,1,10
Raquel Carrera,NYL,NYL @ GSV,06/28/2026,2026.0,L,8,0,0,0,0.0,0,0,0.0,0,2,0.0,1,3,4,0,1,0,1,2,6
Jewell Loyd,LVA,LVA @ CHI,06/28/2026,2026.0,W,28,6,2,7,28.6,2,7,28.6,0,0,0.0,0,1,1,0,2,0,0,3,6
Michaela Onyenwere,WAS,WAS vs. PDX,06/28/2026,2026.0,W,49,30,9,16,56.3,6,9,66.7,6,6,100.0,2,3,5,5,1,1,1,2,10
Chennedy Carter,LVA,LVA @ CHI,06/28/2026,2026.0,W,16,11,3,6,50.0,1,2,50.0,4,5,80.0,1,0,1,1,0,0,1,2,8
Alicia Florez,WAS,WAS vs. PDX,06/28/2026,2026.0,W,34,8,4,7,57.1,0,0,0.0,0,2,0.0,0,3,3,4,5,1,2,1,1
Emily Engstler,PDX,PDX @ WAS,06/28/2026,2026.0,L,38,6,3,11,27.3,0,4,0.0,0,0,0.0,0,11,11,2,2,3,3,6,-7
Jonquel Jones,NYL,NYL @ GSV,06/28/2026,2026.0,L,27,21,5,8,62.5,3,6,50.0,8,10,80.0,0,7,7,2,0,0,3,4,-9
Chelsea Gray,LVA,LVA @ CHI,06/28/2026,2026.0,W,35,18,6,9,66.7,1,3,33.3,5,5,100.0,0,6,6,8,0,0,3,3,5
Bridget Carleton,PDX,PDX @ WAS,06/28/2026,2026.0,L,51,16,5,13,38.5,3,7,42.9,3,3,100.0,0,3,3,2,3,2,3,6,-1
Sarah Ashlee Barker,PDX,PDX @ WAS,06/28/2026,2026.0,L,46,25,10,16,62.5,1,4,25.0,4,4,100.0,1,5,6,3,0,0,5,5,-20
Olivia Miles,MIN,MIN @ DAL,06/28/2026,2026.0,W,34,21,6,13,46.2,1,4,25.0,8,8,100.0,1,2,3,8,1,1,5,2,13
Shakira Austin,WAS,WAS vs. PDX,06/28/2026,2026.0,W,47,9,3,9,33.3,1,3,33.3,2,2,100.0,4,9,13,6,0,4,1,1,5
Kamilla Cardoso,CHI,CHI vs. LVA,06/28/2026,2026.0,L,30,24,10,15,66.7,0,0,0.0,4,4,100.0,3,5,8,2,2,0,1,4,-7
Azzi Fudd,DAL,DAL vs. MIN,06/28/2026,2026.0,L,38,21,8,23,34.8,4,9,44.4,1,1,100.0,1,0,1,3,4,1,2,3,-2
Azura Stevens,CHI,CHI vs. LVA,06/28/2026,2026.0,L,30,24,8,14,57.1,3,6,50.0,5,7,71.4,2,4,6,3,2,0,1,4,-1
Megan Gustafson,PDX,PDX @ WAS,06/28/2026,2026.0,L,46,20,7,14,50.0,4,7,57.1,2,2,100.0,2,3,5,4,3,1,2,6,-13
Jackie Young,LVA,LVA @ CHI,06/28/2026,2026.0,W,36,28,9,14,64.3,4,6,66.7,6,6,100.0,0,5,5,8,0,0,1,2,6
Sonia Citron,WAS,WAS vs. PDX,06/28/2026,2026.0,W,53,32,9,20,45.0,1,7,14.3,13,14,92.9,0,6,6,4,1,1,8,3,16
A'ja Wilson,LVA,LVA @ CHI,06/28/2026,2026.0,W,34,30,8,14,57.1,1,3,33.3,13,16,81.3,4,11,15,1,4,3,4,2,9
Kiki Iriafen,WAS,WAS vs. PDX,06/28/2026,2026.0,W,48,27,11,25,44.0,1,2,50.0,4,9,44.4,3,8,11,6,2,1,2,6,19
Carla Leite,PDX,PDX @ WAS,06/28/2026,2026.0,L,48,32,12,26,46.2,3,6,50.0,5,6,83.3,3,3,6,9,3,0,6,5,-9
Nyadiew Puoch,PDX,PDX @ WAS,06/28/2026,2026.0,L,19,9,3,6,50.0,2,4,50.0,1,2,50.0,1,1,2,1,0,0,0,3,10
Courtney Williams,MIN,MIN @ DAL,06/28/2026,2026.0,W,36,12,5,16,31.3,1,5,20.0,1,2,50.0,0,5,5,4,2,1,2,2,6
Natasha Howard,MIN,MIN @ DAL,06/28/2026,2026.0,W,36,21,9,17,52.9,0,0,0.0,3,4,75.0,4,10,14,2,3,1,0,2,13
Nia Coffey,MIN,MIN @ DAL,06/28/2026,2026.0,W,34,9,3,7,42.9,2,3,66.7,1,2,50.0,3,5,8,2,2,1,0,3,4
Kayla Thornton,GSV,GSV vs. NYL,06/28/2026,2026.0,W,26,11,4,7,57.1,2,5,40.0,1,1,100.0,0,4,4,0,0,0,2,4,16
Elizabeth Williams,CHI,CHI vs. LVA,06/28/2026,2026.0,L,10,10,5,7,71.4,0,0,0.0,0,1,0.0,1,2,3,1,0,0,0,1,-1
Jessica Shepard,DAL,DAL vs. MIN,06/28/2026,2026.0,L,35,8,4,6,66.7,0,0,0.0,0,0,0.0,5,11,16,3,0,0,3,4,-13
Kiah Stokes,GSV,GSV vs. NYL,06/28/2026,2026.0,W,23,1,0,1,0.0,0,1,0.0,1,2,50.0,1,3,4,1,2,2,0,3,3
Sabrina Ionescu,NYL,NYL @ GSV,06/28/2026,2026.0,L,26,9,3,10,30.0,2,6,33.3,1,1,100.0,0,3,3,2,0,0,1,1,-23
Cecilia Zandalasini,GSV,GSV vs. NYL,06/28/2026,2026.0,W,17,10,3,5,60.0,1,3,33.3,3,3,100.0,0,2,2,1,1,0,2,1,8
Kaila Charles,GSV,GSV vs. NYL,06/28/2026,2026.0,W,23,13,6,12,50.0,0,4,0.0,1,2,50.0,1,1,2,1,0,0,0,1,1
Frieda Buhner,PDX,PDX @ WAS,06/28/2026,2026.0,L,22,9,3,10,30.0,1,6,16.7,2,2,100.0,1,0,1,1,1,1,0,3,6
Janelle Salaun,GSV,GSV vs. NYL,06/28/2026,2026.0,W,14,10,4,8,50.0,0,4,0.0,2,2,100.0,1,3,4,1,0,0,0,1,7
Tiffany Hayes,GSV,GSV vs. NYL,06/28/2026,2026.0,W,18,8,3,8,37.5,2,5,40.0,0,0,0.0,1,0,1,2,2,0,0,3,7
Courtney Vandersloot,CHI,CHI vs. LVA,06/28/2026,2026.0,L,16,5,0,4,0.0,0,1,0.0,5,6,83.3,1,3,4,8,1,0,1,1,9
Sydney Taylor,CHI,CHI vs. LVA,06/28/2026,2026.0,L,32,14,6,13,46.2,2,6,33.3,0,0,0.0,0,3,3,0,2,1,4,3,-10
Skylar Diggins,CHI,CHI vs. LVA,06/28/2026,2026.0,L,28,7,2,11,18.2,2,5,40.0,1,5,20.0,0,6,6,5,0,0,2,4,-14
Breanna Stewart,NYL,NYL @ GSV,06/28/2026,2026.0,L,26,15,4,11,36.4,1,3,33.3,6,6,100.0,0,4,4,0,1,0,3,3,-10
Veronica Burton,GSV,GSV vs. NYL,06/28/2026,2026.0,W,27,8,3,7,42.9,1,1,100.0,1,1,100.0,1,5,6,8,0,0,0,2,25
Maddy Siegrist,DAL,DAL vs. MIN,06/28/2026,2026.0,L,24,12,3,4,75.0,0,1,0.0,6,7,85.7,3,2,5,2,0,0,1,2,3
Kayla McBride,MIN,MIN @ DAL,06/28/2026,2026.0,W,38,17,6,16,37.5,4,10,40.0,1,1,100.0,0,1,1,2,0,0,1,2,6
Chance Gray,LAS,LAS @ IND,06/27/2026,2026.0,L,11,6,2,4,50.0,0,1,0.0,2,2,100.0,0,0,0,4,0,0,0,1,-5
Emma Cannon,LAS,LAS @ IND,06/27/2026,2026.0,L,7,6,1,2,50.0,1,2,50.0,3,4,75.0,0,1,1,1,0,0,0,2,2
Makayla Timpson,IND,IND vs. LAS,06/27/2026,2026.0,W,10,5,0,0,0.0,0,0,0.0,5,6,83.3,1,1,2,0,1,0,0,1,-6
Erica Wheeler,LAS,LAS @ IND,06/27/2026,2026.0,L,21,2,1,3,33.3,0,2,0.0,0,0,0.0,0,0,0,5,0,1,2,2,-23
Zia Cooke,SEA,SEA vs. ATL,06/27/2026,2026.0,W,11,6,2,2,100.0,1,1,100.0,1,3,33.3,0,1,1,2,0,0,1,1,-4
Sika Kone,ATL,ATL @ SEA,06/27/2026,2026.0,L,14,6,2,5,40.0,0,2,0.0,2,2,100.0,0,2,2,2,0,0,0,1,7
Madina Okot,ATL,ATL @ SEA,06/27/2026,2026.0,L,11,6,2,4,50.0,0,0,0.0,2,2,100.0,3,2,5,0,0,0,2,1,-16
Te-Hina Paopao,ATL,ATL @ SEA,06/27/2026,2026.0,L,18,3,1,6,16.7,1,5,20.0,0,0,0.0,0,0,0,4,1,0,0,1,2
Stefanie Dolson,SEA,SEA vs. ATL,06/27/2026,2026.0,W,13,5,2,3,66.7,1,1,100.0,0,0,0.0,2,0,2,3,0,0,1,4,-5
Isobel Borlase,ATL,ATL @ SEA,06/27/2026,2026.0,L,14,7,3,6,50.0,1,3,33.3,0,0,0.0,0,2,2,1,1,0,1,2,-5
Rae Burrell,LAS,LAS @ IND,06/27/2026,2026.0,L,28,11,4,15,26.7,0,3,0.0,3,4,75.0,1,1,2,1,0,0,2,4,-24
Grace VanSlooten,IND,IND vs. LAS,06/27/2026,2026.0,W,5,4,2,2,100.0,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,1,-6
Noemie Brochant,PHX,PHX @ TOR,06/27/2026,2026.0,W,28,3,1,4,25.0,1,3,33.3,0,0,0.0,0,2,2,2,3,0,0,1,-2
Raven Johnson,IND,IND vs. LAS,06/27/2026,2026.0,W,21,2,1,2,50.0,0,1,0.0,0,0,0.0,1,2,3,4,0,0,3,4,-1
Shay Ciezki,PHX,PHX @ TOR,06/27/2026,2026.0,W,8,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,12
Quionche Carter,PHX,PHX @ TOR,06/27/2026,2026.0,W,11,2,0,2,0.0,0,1,0.0,2,6,33.3,0,1,1,2,1,0,0,2,11
Laura Ziegler,LAS,LAS @ IND,06/27/2026,2026.0,L,8,4,1,2,50.0,0,0,0.0,2,2,100.0,0,1,1,0,1,0,0,2,4
Bree Hall,IND,IND vs. LAS,06/27/2026,2026.0,W,10,5,2,5,40.0,1,1,100.0,0,0,0.0,0,1,1,0,0,0,0,0,-4
Kiana Williams,LAS,LAS @ IND,06/27/2026,2026.0,L,19,4,2,7,28.6,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-1
Laura Juskaite,TOR,TOR vs. PHX,06/27/2026,2026.0,L,11,0,0,1,0.0,0,0,0.0,0,0,0.0,0,4,4,1,0,0,2,2,6
Ta'Niya Latson,LAS,LAS @ IND,06/27/2026,2026.0,L,7,2,1,3,33.3,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0
Marta Suarez,PHX,PHX @ TOR,06/27/2026,2026.0,W,15,4,2,5,40.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,11
Amy Okonkwo,ATL,ATL @ SEA,06/27/2026,2026.0,L,1,1,0,1,0.0,0,1,0.0,1,2,50.0,0,1,1,0,0,0,0,1,0
Damiris Dantas,IND,IND vs. LAS,06/27/2026,2026.0,W,4,0,0,4,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,2,-8
Mackenzie Holmes,SEA,SEA vs. ATL,06/27/2026,2026.0,W,1,1,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,0,0,0,0,0,0
Taylor Thierry,SEA,SEA vs. ATL,06/27/2026,2026.0,W,6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-5
Indya Nivar,ATL,ATL @ SEA,06/27/2026,2026.0,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0
Temi Fagbenle,TOR,TOR vs. PHX,06/27/2026,2026.0,L,19,8,4,6,66.7,0,1,0.0,0,2,0.0,1,3,4,3,0,0,0,2,-1
Sophie Cunningham,IND,IND vs. LAS,06/27/2026,2026.0,W,20,9,2,4,50.0,1,1,100.0,4,5,80.0,0,2,2,1,1,0,1,3,8
Katie Lou Samuelson,SEA,SEA vs. ATL,06/27/2026,2026.0,W,17,2,0,4,0.0,0,3,0.0,2,2,100.0,1,1,2,3,0,0,0,0,10
Kyara Linskens,PHX,PHX @ TOR,06/27/2026,2026.0,W,14,4,0,2,0.0,0,0,0.0,4,6,66.7,2,2,4,3,1,1,1,3,4
Maria Conde,TOR,TOR vs. PHX,06/27/2026,2026.0,L,37,10,4,14,28.6,1,8,12.5,1,1,100.0,0,6,6,6,3,0,2,3,-6
Kia Nurse,TOR,TOR vs. PHX,06/27/2026,2026.0,L,22,12,4,9,44.4,3,5,60.0,1,2,50.0,0,1,1,1,0,0,0,3,-18
Dominique Malonga,SEA,SEA vs. ATL,06/27/2026,2026.0,W,28,16,7,13,53.8,1,2,50.0,1,2,50.0,1,10,11,3,2,3,6,6,11
DeWanna Bonner,PHX,PHX @ TOR,06/27/2026,2026.0,W,33,13,4,13,30.8,3,8,37.5,2,2,100.0,2,9,11,3,3,0,1,1,-1
Rhyne Howard,ATL,ATL @ SEA,06/27/2026,2026.0,L,38,27,10,17,58.8,4,10,40.0,3,3,100.0,0,0,0,3,1,0,1,1,-17
Kelsey Mitchell,IND,IND vs. LAS,06/27/2026,2026.0,W,26,26,9,13,69.2,4,6,66.7,4,4,100.0,0,3,3,2,0,0,2,2,30
Aliyah Boston,IND,IND vs. LAS,06/27/2026,2026.0,W,21,17,5,6,83.3,1,1,100.0,6,6,100.0,2,5,7,3,0,3,2,2,23
Kahleah Copper,PHX,PHX @ TOR,06/27/2026,2026.0,W,34,27,10,15,66.7,1,4,25.0,6,8,75.0,1,4,5,1,0,0,1,3,-5
Valeriane Ayayi,PHX,PHX @ TOR,06/27/2026,2026.0,W,27,20,7,14,50.0,2,5,40.0,4,4,100.0,1,5,6,2,1,1,3,5,8
Julie Allemand,TOR,TOR vs. PHX,06/27/2026,2026.0,L,39,11,4,6,66.7,3,5,60.0,0,0,0.0,0,7,7,10,0,1,2,0,-8
Nneka Ogwumike,LAS,LAS @ IND,06/27/2026,2026.0,L,26,17,7,13,53.8,0,3,0.0,3,4,75.0,0,7,7,2,1,2,3,0,-13
Natisha Hiedeman,SEA,SEA vs. ATL,06/27/2026,2026.0,W,31,20,6,10,60.0,2,5,40.0,6,6,100.0,0,2,2,6,0,0,1,1,16
Angel Reese,ATL,ATL @ SEA,06/27/2026,2026.0,L,32,17,4,10,40.0,0,0,0.0,9,11,81.8,1,8,9,0,2,0,4,1,-10
Awa Fam,SEA,SEA vs. ATL,06/27/2026,2026.0,W,28,21,8,9,88.9,5,6,83.3,0,0,0.0,1,0,1,1,0,1,4,4,15
Flau'jae Johnson,SEA,SEA vs. ATL,06/27/2026,2026.0,W,33,24,9,12,75.0,2,3,66.7,4,5,80.0,2,9,11,4,2,0,4,3,12
Monique Billings,IND,IND vs. LAS,06/27/2026,2026.0,W,22,15,6,10,60.0,0,0,0.0,3,5,60.0,3,3,6,2,2,0,0,2,38
